"id","n.scoring","scoring.mix","scoring.delicious","scoring.service","scoring.atom","n.view","n.favorite","n.share","shop.summary"
"1032522",5,"40",9,12,7,8575,7,3,"        幸福廚房 早午餐專賣店是一個有逢甲早餐店、蛋餅、高大鮮乳的西式早餐，網友認為值得推薦的有：遠洋鮪魚豪華總匯吐司      "
"944402",4,"40",15,15,10,16993,27,3,"        桔吉力是一個有早午餐、拼盤、早餐的西式早餐，網友認為值得推薦的有：早午餐      "
"617780",5,"40",17,12,9,9238,16,3,"         (協進國小對面)      "
"144243",5,"40",18,10,10,19972,16,3,"        糖<U+83D3>咖啡與有時烤鬆餅是一個有早午餐、平價、蛋餅的西式早餐      "
"1037132",4,"40",17,10,12,7154,6,3,"        有樹早餐是一個有新竹早午餐、新竹BRUNCH、有樹早餐的西式早餐，網友認為值得推薦的有：私房燒肉蛋餅、私房鮮奶茶、手工蛋餅、唐揚雞拼盤      "
"979162",3,"40",18,15,13,12968,16,3,"        美津早餐店是一個有蘇澳手工蛋餅、宜蘭蛋餅、蘇澳早餐的中式早餐，網友認為值得推薦的有：蛋餅、菜包      "
"976532",8,"35",12,12,13,15955,26,3,"        囍家炭烤三明治是一個有囍家、碳烤三明治、雙喜馬鈴薯豬排的西式早餐，網友認為值得推薦的有：雙喜馬鈴薯豬排、北投      "
"140535",5,"45",17,17,10,35226,266,1,"        活力飯糰 (師大路)是一個有平價、路邊攤、飯糰的中式早餐，網友認為值得推薦的有：肉鬆飯糰、玉米飯糰      "
"576450",5,"40",13,10,13,17313,15,3,"        a-bao House 是早午樂活餐食的組合，以平價、美味傳遞幸福的滋味。嚴選食材，精心製作，平價健康消費，結合傳統與現代中西飲食加入獨特創意，舉凡豆漿、土司、漢堡、蛋餅、炒麵、厚片到起酥堡、蔬食捲餅、日式穀堡都有，更提供現調飲品，讓顧客體驗美味來自於手做。從早餐、中餐到下午茶甚至晚餐與宵夜約近16小時模式經營，讓顧客隨時享用健康輕食，有如鄰家便利商店。更將傳統豆漿加入了新創意，在豆漿加入了薏仁、燕麥、紫米、糙米…等十樣穀類，每一穀類都有豐富營養成份，把最健康的美味帶給大家。      "
"1028596",3,"40",14,12,12,8145,5,3,"        及第家手作早午餐店 (仁武總店)是一個有超值拼盤、及第家早午餐、早午餐的西式早餐      "
"1045288",3,"00",0,0,0,5938694,3,NA,"        台灣品項千變萬化，市場成熟且豐富，選擇性多元化，幸福滿分的消費者更加挑剔，普遍民眾吃了各式各樣的早餐，始終還是覺得傳統食材較對味，它不僅是懷念的味道，就是這樣的定案。      "
"1001072",6,"40",15,18,5,10380,15,3,"        蜜蜂小吧快餐車 bee bar是一個有外帶美食、豬菲力肉排、中壢SOGO早餐的西式早餐，網友認為值得推薦的有：鮮蔬番茄、墨西哥辣椒、豬菲力肉排、gj      "
"1067596",4,"40",10,12,9,7177,5,3,"        跑跑三明治是一個有台南早餐、跑跑三明治、三明治的西式早餐，網友認為值得推薦的有：洋芋三明治、跑跑鮮奶茶、萬家香烤肉三明治      "
"1224542",3,"45",15,15,15,1420,11,3,"        軟食力 Soft Power是一個有軟食力、信義區美食、台北美食的中式早餐      "
"607442",5,"40",14,12,10,22560,4,3,"        四海豆漿 (莊敬店)是一個有四海、野良犬、內壢早餐的中式早餐，網友認為值得推薦的有：小籠包      "
"139931",4,"45",18,18,15,12667,4,3,"        阿力給早餐是一個有蘭嶼、飛魚飯糰、阿力給的中式早餐，網友認為值得推薦的有：飛魚飯糰、飛魚三明治、林投果果汁      "
"999560",3,"45",20,15,10,12097,14,3,"        Trb 3富早午餐是一個有新店、早午餐、Trb3富早午餐的其他類型早餐，網友認為值得推薦的有：豆漿、松阪豬吐司、義式肉醬麵、鹽烤松<U+5742>肉吐司、蔬菜湯      "
"1011354",4,"45",13,15,13,5681,4,3,"        APPLE 203 (宜蘭礁溪店)是一個有早餐店、早午餐、早餐的西式早餐，網友認為值得推薦的有：蔥抓餅、蛋餅、原味蛋餅      "
"116070",8,"45",17,15,13,14923,75,2,"        欣園早點是一個有小籠包、早餐、早點的中式早餐，網友認為值得推薦的有：小籠包      "
"1084706",3,"45",20,15,15,4491,6,3,"        喬樂晨坊 (文華店)是一個有早餐、其他類型早餐的其他類型早餐      "
"1226102",3,"45",17,17,12,3891,4,3,"        Lazy Pig 懶豬三明治專賣店是一個有早餐、西式早餐的西式早餐      "
"1227446",3,"45",10,15,14,3029,15,3,"        咖樂 - Show the Color是一個有早餐、早午餐的早午餐      "
"1238963",3,"45",13,18,15,6406,4,3,"        柒‧柒 手作早午餐是一個有台中市、柒‧柒、手作早午餐的早午餐      "
"49738",4,"40",14,14,10,32637,13,3,"        早安！美芝城 (中山店)是一個有早餐、外帶、平價的西式早餐，網友認為值得推薦的有：燻牛肉起司丹麥、鮪魚丹麥、丹麥火腿蛋、丹麥吐司      "
"637514",3,"40",15,14,9,17754,3,3,"        王家燒餅店 (大昌分店)是一個有排隊名店、好吃、蔥大餅的中式早餐，網友認為值得推薦的有：蔥大餅、無糖豆漿、燒餅夾蛋菜、燒餅夾菜、蔥肉餅      "
"935634",6,"40",15,17,10,7472,13,3,"        阿香早餐古早味蛋餅是一個有古早味蛋餅、蛋餅、早餐的中式早餐      "
"1138883",56,"45",19,19,17,21519486,74,51,"        「長勝君」店如其名，期望打造永續經營的美式早午餐店，主打商品：美式捲蛋餅，含近15種內餡可供選擇，並隨季節變化。捲蛋餅長度超過30公分、份量十足。搭配飲料，如：咖啡、紅茶、果汁等，套餐式享受能大大滿足顧客味蕾。長勝君期望顛覆傳統蛋餅概念，打造成為美式捲蛋餅霸主，歡迎有志一同的人加入我們的行列，共同成就偉大餐飲藍圖，並能樂於工作、享受成就生活。      "
"1013890",4,"40",12,13,15,6311,3,3,"        SOYoung 逗漾 (裕民店)是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：起司醬玉蛋燒      "
"73211",8,"35",9,9,14,43418,2,4,"        麥味登 Cafe&Brunch (學府店)是一個有中興大學早餐、麥味登直營店、中興大學早午餐的西式早餐，網友認為值得推薦的有：丹佛蛋捲.茄汁義大利麵、茄汁檸矇雞義大利麵      "
"1189982",4,"45",19,17,15,2930,5,3,"        肉蛋土司是一個有台中熱門美食、台中必吃美食、台中好吃的中式早餐，網友認為值得推薦的有：蛋餅      "
"1127642",3,"45",19,15,14,11445,17,3,"        鐵門 鐵鍋蛋餅是一個有早餐、其他類型早餐的其他類型早餐，網友認為值得推薦的有：起司薯泥培根蛋餅、德式香腸蛋餅、起司濃濃薯泥捲、花生燒肉蛋吐司、舅媽的燒肉蛋捲      "
"1060818",3,"45",20,20,15,4341,2,3,"        Namaste 辣媽司爹 法式早午餐是一個有平價、沙拉、薄餅的西式早餐，網友認為值得推薦的有：法式薄餅      "
"975874",5,"45",15,13,15,5579,2,3,"        香納多鮮肉湯包是一個有早餐、中式早餐的中式早餐      "
"1006062",7,"45",20,20,5,9582,22,3,"        老陳豆漿是一個有手工自製、傳統早餐、老店的中式早餐，網友認為值得推薦的有：肉排蛋燒餅、燒餅夾油條、燒餅夾蛋、肉蛋燒餅      "
"1073514",4,"45",18,13,15,4701,7,3,"        野好PicnicCoffee是一個有早餐、西式早餐的西式早餐      "
"1227929",3,"45",20,20,18,1431,1,3,"        Laley burger是一個有漢堡、手沖咖啡、早餐的早午餐，網友認為值得推薦的有：經典啤酒豬排派對、雙層牛肉起司堡、榛果拿鐵      "
"595396",3,"40",9,10,12,15349,1,3,"        早安！美芝城 (新市中正分店)是一個有平價、可帶寵物、免服務費的西式早餐，網友認為值得推薦的有：麥香魚      "
"1107428",3,"45",13,13,15,4159,7,3,"        初壹食午 早餐 輕食是一個有早餐、捷運菜寮、三重美食的西式早餐      "
"1030728",3,"45",18,15,18,6138,0,3,"        C&C Breakfast是一個有C、下午茶、鬆餅的西式早餐，網友認為值得推薦的有：C、下午茶、鬆餅、早餐      "
"993728",10,"45",14,15,13,13608,10,3,"        露易莎咖啡是一個有咖啡、早午餐、早餐的西式早餐，網友認為值得推薦的有：全麥黑胡椒牛肉、大杯拿鐵、拿鐵、鮮蔬鮪魚貝果      "
"1046474",3,"45",15,15,15,1914,0,3,"        Cafe Kaila (表參道店)是一個有Kaila、早午餐、煎餅的西式早餐，網友認為值得推薦的有：s煎餅、熱帶水果茶、Kaila      "
"959992",6,"40",17,15,17,16049,69,2,"        拾穗早午餐是一個有信義區、早午餐、早餐的其他類型早餐，網友認為值得推薦的有：酥酥小姐、拾穗早餐組合、日月紅茶      "
"1051132",39,"45",17,17,18,6656571,255,20,"        Right Caf'e X 對了 出發是一個有台中早午餐、早午餐、文創設計的早午餐，網友認為值得推薦的有：英式脆皮吐司、香蕉Wendy派、靜岡小丸子抹茶、黑糖咖啡、桃樂絲乳酪      "
"616070",3,"40",13,13,10,14084,8,3,"        鹿港施50年蛋餅早餐店是一個有蛋餅、老店、嘉義的西式早餐      "
"1032676",5,"40",15,18,15,7638,8,3,"        活力女孩 輕食咖啡是一個有竹北市、輕食、義大利麵的西式早餐      "
"149247",5,"40",20,20,20,9528,7,3,"        屏技早點是一個有屏東科技大學、早午餐、平價的中式早餐，網友認為值得推薦的有：薯餅起司蛋、蘿蔔糕、屏東科技大學、德國香腸手捲、起司捲      "
"960616",3,"40",20,15,13,9359,7,3,"        吉美蒸籠包是一個有蒸籠包、小籠包、蒸餃的中式早餐，網友認為值得推薦的有：小籠包、蒸餃      "
"930146",6,"40",18,15,13,14029,17,3,"        偉恩洋行是一個有偉恩洋行、龍潭路、斗六的西式早餐      "
"1207973",4,"45",14,14,12,2292,12,3,"        九點零一分.Brunch是一個有中山區、韓國煎餅、早午餐的西式早餐，網友認為值得推薦的有：起司、豬肉萬萬歲炒韓國拉麵、薯薯也來湊一腳韓國煎餅、韓式泡菜煎餅、脆薯      "
"1083971",6,"45",18,15,15,5831,6,3,"        豐滿咖啡早午餐 三重正義店是一個有三重正義店、豐滿咖啡早午餐、三重早午餐的西式早餐，網友認為值得推薦的有：皇后拼盤、王子拼盤      "
"998672",7,"40",15,12,15,6585,6,3,"        濰克早午餐 Wake Up Brunch (海洋店)是一個有維克wake、濰克早午餐、up的西式早餐，網友認為值得推薦的有：紅酒可樂豬拼盤、主廚嫩雞拼盤、核桃乳酪降      "
"1138154",4,"40",15,12,10,3852,5,3,"        胖丁碳烤三明治是一個有台中早餐、炭烤、胖丁的西式早餐，網友認為值得推薦的有：招牌後腿豬肉排三明治、洋芋尬肉鬆、地瓜摻堅果      "
"1104710",5,"45",15,17,10,2370,5,3,"        吐司吐司是一個有美食、早餐、西式早餐的西式早餐，網友認為值得推薦的有：美食      "
"977276",6,"45",19,17,15,36600,61,2,"        Cava 早安˙日安是一個有高CP值、早午餐、早餐的西式早餐，網友認為值得推薦的有：板烤鮪魚鮮奶吐司、九層塔培根蛋餅、總匯土司、焦糖鮮奶茶      "
"1173212",3,"45",12,14,17,4683,9,3,"        LeeLi's是一個有鹿港咖啡館、鹿港餐廳、鹿港早午餐的早午餐      "
"1108217",4,"40",15,15,10,7537,12,3,"        Chef Brunch 雪福早午餐是一個有士東市場、天母、雪福早午餐的西式早餐，網友認為值得推薦的有：風乾番茄蒜香時蔬義大利麵、非基因改造豆漿、古巴三明治      "
"1040366",3,"40",13,10,10,3964,4,3,"        廢墟是一個有廢墟、菇的繽紛九重奏、中和環球的西式早餐，網友認為值得推薦的有：廢墟、菇的繽紛九重奏、中和環球、中和、滑順漢飽堡      "
"969172",4,"45",15,13,15,9192,4,3,"        日安 Bonjour 早餐是一個有台南市、早午餐、早餐的西式早餐      "
"1164746",9,"45",16,15,16,1053643,6,5,"        『充滿溫度的空間，充滿情感的料理』2016年《只是一隻熊》秉持著這樣的信念，開幕了第一家早午餐餐廳。除了健康和美味不斷創新的挑戰，更想帶給大家一份吃進心裏的溫暖。想要你一個人來，兩個人來，一家人來，一群朋友來，都能在最舒服自在的環境裡享受我們用心的餐點、咖啡、飲品、甜點。除了餐點的用心，店內的各個角落滿是我們的巧思。每間店設計了不一樣的主題風格，讓愛美食、愛攝影、愛手繪風格的你們，在這充滿驚喜的氛圍裡用餐。      "
"1021954",4,"40",18,15,18,6730,4,3,"        想享慢活早午餐是一個有早午餐、早餐、西式早餐的西式早餐      "
"1015388",3,"40",15,15,18,7706,4,3,"        AM田原是一個有早午餐、彰化美食、AM田原的西式早餐，網友認為值得推薦的有：德式香腸、大蒜焗烤軟法、炒蛋、法式吐司、早午餐      "
"934314",5,"40",17,14,13,8853,13,3,"        50.5早餐食堂是一個有屏東市、屏東美食、屏東吃吃喝喝的西式早餐，網友認為值得推薦的有：私房醬燒蛋餅、巧巴達拼盤      "
"1023680",4,"45",20,20,15,5971,3,3,"        弘記豆漿店是一個有三民高中站、蛋餅、蘆洲美食的中式早餐，網友認為值得推薦的有：蛋餅、老麵饅頭、燒餅      "
"1155398",4,"40",13,15,10,3334,2,3,"        好日食堂早午餐 (新莊二店)是一個有早午餐、新莊必吃早餐、新莊的早午餐，網友認為值得推薦的有：好心情套餐、嫩煎里肌肉片      "
"787928",4,"35",9,9,5,9924,2,3,"        30年老店汐止豆漿是一個有豆漿店、手工製作、老店的中式早餐，網友認為值得推薦的有：燒餅夾蛋、豆漿、蛋餅、小籠包      "
"1232414",4,"40",12,15,14,1676,2,3,"        日常朝食DATO是一個有日常朝食DATO、早午餐、早餐的早午餐，網友認為值得推薦的有：洋蔥牛肉漢堡、西班牙烘蛋、京醬雞肉丹麥堡、田園蔬菜烘蛋      "
"153871",9,"40",12,13,13,12258,11,3,"        甜心早午餐 (原：甜心漢堡)是一個有早餐、西式早餐的西式早餐      "
"1030302",4,"35",14,9,5,9264,1,3,"        華興麵線糊是一個有竹北早餐、華興麵線糊、竹北中央路的中式早餐，網友認為值得推薦的有：魯肉飯、麵線糊      "
"1062056",3,"45",15,15,10,3182,1,3,"        金色小屋是一個有早午餐、東安路、下午茶的西式早餐，網友認為值得推薦的有：起司燒肉早午餐、香草雞柳早午餐、日式紅豆泥鬆餅      "
"1182725",3,"45",15,15,15,2872,0,3,"        Mwd麥味登早午餐 - 員林成功店是一個有員林成功店、員林早餐、麥味登早午餐員林的西式早餐，網友認為值得推薦的有：紅茶、日式套餐、紅茶拿鐵      "
"1081031",3,"40",13,13,13,7776,10,3,"        野豬核桃是一個有野豬霸王餐、早午餐、捷運府中站的西式早餐，網友認為值得推薦的有：野豬霸王餐、愛上義大利、早午餐、捷運府中站、野豬核桃      "
"963258",4,"40",15,15,10,14981,9,3,"        微風食尚早點是一個有嘉義市、早午餐、微風食尚早點的其他類型早餐，網友認為值得推薦的有：蔬菜起司蛋餅、豆漿紅茶      "
"926100",2,"45",20,20,20,17195,42,2,"        阿輝早午餐是一個有炒麵、滷油豆腐、南屯路的中式早餐，網友認為值得推薦的有：滷油豆腐、炒麵、大腸乾的      "
"1013872",6,"35",15,10,13,7958,18,3,"        晨食早餐是一個有萬隆、早餐、三明治的西式早餐，網友認為值得推薦的有：怎麼咬套餐、薯餅起司蛋餅、豆漿、奶茶、薯餅起司塔      "
"1217522",2,"00",0,0,0,623434,1,NA,"        我們有許多與眾不同的創新料理，歡迎來嘗試      "
"957762",5,"45",14,17,15,13528,39,2,"        FRESH BOX 巴士餐車是一個有早餐、西式早餐、早午餐的西式早餐      "
"1026356",4,"45",18,13,13,16719,39,2,"        古早食堂碳烤三明治是一個有碳烤三明治、泰山區、人氣排隊店的西式早餐，網友認為值得推薦的有：碳烤肉蛋吐司、碳烤招牌三明治      "
"1042132",3,"40",18,18,15,4858,46,2,"        好初早餐是一個有好初早餐、板橋早午餐、早午餐的西式早餐，網友認為值得推薦的有：板煎鹹豬肉拖鞋堡、可莉雅辣雞堡、鹹鹹紅茶、男朋友沙拉      "
"978138",2,"45",15,13,10,11898,35,2,"        廣東路水煎包是一個有台東、秒殺水煎包、排隊店的中式早餐，網友認為值得推薦的有：水煎包      "
"952186",3,"35",10,15,10,5623,3,3,"        煎粿鍋燒物是一個有煎粿、小吃、嘉義的中式早餐      "
"766714",5,"45",19,17,15,7710,43,2,"        吐司吐司是一個有吐司吐司、台南、健康路的西式早餐，網友認為值得推薦的有：薯泥蛋餅、薯泥起士      "
"1198892",3,"40",10,10,15,2890,2,3,"        ACTION!早倉是一個有新莊、早餐、早午餐的西式早餐      "
"1196687",5,"45",20,18,20,3004,1,3,"        swag桌遊早午餐是一個有中山國小站、桌遊、巷弄美食的早午餐，網友認為值得推薦的有：雞肉義大利麵、辣鮪魚沙拉、招牌厚培里肌馬芬套餐、炸物拼盤      "
"1013502",6,"45",20,20,20,6988,1,3,"        早安！美芝城 (大同路二段店)是一個有點心、平價、蛋餅的西式早餐      "
"115239",4,"45",19,17,15,17568,31,2,"        熊貓飯糰是一個有熊貓飯糰、北屯、飯糰的中式早餐      "
"958302",3,"45",17,15,12,8867,31,2,"        坐坐是一個有達仁街早午餐、高雄推薦早午餐、坐坐輕食的西式早餐，網友認為值得推薦的有：坐坐今日早餐、全麥鮮蔬三明治、卡布奇諾      "
"1138706",3,"35",8,13,15,2441,0,3,"        盛夏果實是一個有花蓮美食、東華大學、東華早午餐的早午餐      "
"1011664",4,"45",20,18,18,5958,19,2,"        找鹿Brunch是一個有屏東、信義國小、早午餐的西式早餐，網友認為值得推薦的有：法式拼盤餐、找鹿超值餐、奶油燒肉起司酥烤菠蘿、美國超人餐、蒜味卡拉堡加蛋      "
"965426",2,"45",18,15,13,13768,28,2,"        芭芭拉芭兔早午餐是一個有巷弄美食、烙吐司、早午餐的西式早餐，網友認為值得推薦的有：九層塔里肌蛋餅、BBQ雞烙吐司、鮪魚厚壓吐司、花生法式塔尼、巧克力法式塔尼      "
"581003",2,"50",20,20,20,14960,16,2,"        劉家古早味早點宵夜是一個有中式宵夜、豆漿店、中式早點的中式早餐，網友認為值得推薦的有：湯包、豆漿、燒餅      "
"1013648",75,"45",16,16,17,12633356,464,60,"        Butter 巴特2店 Brunch&cafe是一個有巴特2店、早午餐、Brunch的早午餐，網友認為值得推薦的有：Cheese鍋、鬍子公爵、瑪麗皇后、蜜奶茶、野莓乳酪厚燒鬆餅      "
"1061922",4,"45",20,20,20,23908,16,2,"        6:35 吃早餐是一個有6、林口早午餐、林口早餐的西式早餐，網友認為值得推薦的有：芭娜娜與朱古力吐司、鮮奶茶、35炒泡麵、烤豬排吐司、煉乳銀絲卷      "
"153849",2,"45",15,18,10,11986,25,2,"        羅東林場無名蛋餅店是一個有平價、路邊攤、吃吃喝喝的中式早餐，網友認為值得推薦的有：古早味蛋餅      "
"585135",2,"45",18,18,15,16900,25,2,"        美味早餐是一個有吃吃喝喝、老店、小吃的中式早餐，網友認為值得推薦的有：蛋餅、豆漿      "
"1010672",3,"45",10,15,10,11550,35,2,"        MAD EAT 怒吃一波!吐司.沙拉工場是一個有國賓影城、東區、夢時代的其他類型早餐      "
"82749",9,"45",16,18,10,26889,34,2,"        許阿姨早餐是一個有早餐、中式早餐的中式早餐，網友認為值得推薦的有：超大蔬菜蛋餅、總匯蛋餅      "
"585353",4,"45",20,13,18,10467,13,2,"        東方豆漿是一個有早餐、中式早餐的中式早餐      "
"141719",5,"35",14,12,10,403610,53,2,"        早午餐/輕食/咖啡     中午10:30後 供應    【燴飯/義大利麵/】     下午14:00後 供應     【下午茶系列】      "
"1120616",4,"40",10,8,8,4051,9,3,"        土木公社碳烤土司 (貳號店)是一個有碳烤土司、三名治、免服務費的西式早餐      "
"89910",4,"35",8,8,10,24087,5,3,"        瑞麟美而美 (桃園吉昌店)是一個有平價、美而美、早午餐的西式早餐，網友認為值得推薦的有：日式卡啦雞、滿福堡      "
"117935",9,"45",20,15,11,38575,22,2,"        湯姆漢堡是一個有平價、巷弄隱密、免服務費的西式早餐，網友認為值得推薦的有：阿姨的蛋餅      "
"1031218",3,"45",20,20,20,3715,22,2,"        明賢行 早午餐是一個有明賢行、老宅、復古的西式早餐，網友認為值得推薦的有：明賢行、復古、老宅、大同瓷具、台中      "
"938690",3,"45",18,15,10,264116,21,2,"        平等街飯糰是一個有早餐、中式早餐的中式早餐      "
"1017382",3,"40",18,10,8,15000,31,2,"        健康路無名早點是一個有流沙蛋餅、大份量、台南排隊店的中式早餐，網友認為值得推薦的有：流沙蛋餅、古早味蛋餅、泡菜蛋餅、打拋豬肉蛋餅      "
"1066890",2,"45",15,15,15,10026,21,2,"        皇泰磨食坊是一個有中正區早餐、中正紀念堂早餐、養生豆漿的中式早餐，網友認為值得推薦的有：滿漢千層餅、小籠湯包、海苔飯糰、九層塔蛋餅、九層塔蛋蔬菜吐司      "
"118833",6,"40",15,10,14,12879,4,3,"        A-bao house是一個有平價、單點式、輕食的西式早餐      "
"1138883",56,"45",19,19,17,21519486,74,51,"        「長勝君」店如其名，期望打造永續經營的美式早午餐店，主打商品：美式捲蛋餅，含近15種內餡可供選擇，並隨季節變化。捲蛋餅長度超過30公分、份量十足。搭配飲料，如：咖啡、紅茶、果汁等，套餐式享受能大大滿足顧客味蕾。長勝君期望顛覆傳統蛋餅概念，打造成為美式捲蛋餅霸主，歡迎有志一同的人加入我們的行列，共同成就偉大餐飲藍圖，並能樂於工作、享受成就生活。      "
"153977",3,"40",18,15,13,132956,181,1,"        碳烤肉蛋吐司是一個有平價、排隊店、單點式的其他類型早餐，網友認為值得推薦的有：鮪魚起司蛋餅      "
"993730",4,"45",15,13,13,19779,30,2,"        土木公社炭烤土司是一個有炭烤土司、土木公社、早餐的中式早餐，網友認為值得推薦的有：起司蛋餅、招牌炭烤肉蛋土司      "
"1018034",2,"45",18,13,10,9127,20,2,"        銘記煎粿是一個有歸仁小吃、肉粿、台南美食的中式早餐      "
"925028",11,"40",13,13,12,12671,179,1,"        找餐2店是一個有早餐、西式早餐的西式早餐      "
"1152434",3,"35",10,10,10,8727,4,3,"        多一點咖啡館-右昌館 (右昌館)是一個有多一點咖啡館、高雄右昌、高雄美食的早午餐，網友認為值得推薦的有：mini吐司、三隻小豬豐盛拼盤、燉牛頰、手撕豬肉黑色吐司      "
"629934",2,"45",20,20,18,13529,18,2,"        星集早餐店是一個有早餐、中式早餐的中式早餐      "
"990018",2,"45",15,20,15,11920,18,2,"        好國民咖啡早餐吧是一個有台南早餐推薦、巷弄美食、台南早午餐的西式早餐      "
"1023602",3,"45",18,18,18,12122,18,2,"        寶德里洋樓是一個有麵包、養生、早午餐的西式早餐，網友認為值得推薦的有：焦糖堅果塔、皇后煎茶、海鮮濃湯、歐式麵包盤      "
"938166",4,"45",18,15,13,15481,27,2,"        飯糰是一個有路邊攤、飯糰、早餐的中式早餐，網友認為值得推薦的有：飯糰、紅茶、豆漿      "
"1072146",2,"40",15,13,10,7810,27,2,"        好食Breakfast是一個有薯餅塔、高大鮮奶、免服務費的西式早餐，網友認為值得推薦的有：薯餅塔、鮮奶茶、丹麥吐司      "
"1029962",3,"45",17,17,17,9187,16,2,"        豪秋吐司是一個有炭烤土司、早餐、必吃的西式早餐，網友認為值得推薦的有：奶蓋紅茶、花生醬培根漢堡肉吐司、蜂蜜乳酪吐司      "
"1042862",3,"45",20,20,20,6699,16,2,"        上坡食堂是一個有彰化、彰化聚餐、彰化美食的西式早餐      "
"1057828",4,"45",14,14,15,4971,16,2,"        喫飽早午餐-板橋莒光店是一個有新北、板橋、早餐的西式早餐，網友認為值得推薦的有：蛋餅、漢堡      "
"1043094",2,"45",18,15,13,18277,15,2,"        流浪餐車是一個有新莊早午餐、新北、brunch的西式早餐，網友認為值得推薦的有：羅勒雞三明治、花生培根法式、洋芋泥沙拉、醇濃奶茶、麥香紅茶      "
"1053054",2,"45",20,20,18,2833,5,2,"        凱莉布朗奇早午餐是一個有屏東市、屏東吃吃喝喝、凱莉布朗奇早午餐的西式早餐，網友認為值得推薦的有：起司豬排拼盤、香草嫩雞拼盤、美式熱咖啡、鮭魚雙重奏拼盤、香蒜貝果      "
"1045288",3,"00",0,0,0,5938694,3,NA,"        台灣品項千變萬化，市場成熟且豐富，選擇性多元化，幸福滿分的消費者更加挑剔，普遍民眾吃了各式各樣的早餐，始終還是覺得傳統食材較對味，它不僅是懷念的味道，就是這樣的定案。      "
"947024",4,"40",14,14,12,11422,25,2,"        早稻幸福是一個有台中北區早餐店、平價早餐、稻米漢堡的西式早餐，網友認為值得推薦的有：稻米漢堡、帕尼尼、拌炒泰式雞蛋蘿蔔糕      "
"1015822",3,"45",19,19,19,7971,5,2,"        品樂<U+83D3>全日早午餐是一個有鍋燒意麵、平價、午餐的西式早餐      "
"1048592",4,"45",15,15,13,95307,13,2,"        佬.姥碳火三明治是一個有早餐、西式早餐的西式早餐      "
"992300",4,"40",15,18,10,11662,23,2,"        阿香三明治是一個有古早味、40年、手作的西式早餐，網友認為值得推薦的有：現烤火腿蛋三明治      "
"1011052",4,"45",15,15,10,9981,155,1,"        棠棠肉品是一個有台南早餐、銅板小吃、早餐的其他類型早餐      "
"959978",5,"40",14,14,12,11247,22,2,"        麥町吐司工房 (台北開封店)是一個有三明治、早餐、平價的中式早餐，網友認為值得推薦的有：中秋烤肉蛋吐司、國王厚牛美式漢堡、香蔥美人蛋餅      "
"1040672",5,"45",15,15,18,11717,11,2,"        墨爾漢堡 More Burger (台北中山店)是一個有早餐、西式早餐的西式早餐      "
"961742",3,"45",20,15,13,24436,11,2,"        早餐店是一個有早餐、西式早餐的西式早餐      "
"987130",2,"45",15,15,15,6228,11,2,"        康爾美早餐店是一個有永和西式早餐、永和必吃早餐、手工煎餃的西式早餐，網友認為值得推薦的有：手工韭菜煎餃、自製手工辣椒、鐵板麵、薯泥沙拉      "
"1055698",3,"45",15,17,15,32942,11,2,"        來灣島夯吐司是一個有Q版插畫、碳烤吐司、來灣島夯吐司的中式早餐，網友認為值得推薦的有：燒肉蛋吐司、豪大肉排蛋堡、紅茶鮮奶、薯泥拔絲蛋餅、營養吐司      "
"1068772",4,"35",10,10,10,4356,17,3,"        小冬家 Food是一個有漢神商圈、雄女、小冬家的其他類型早餐，網友認為值得推薦的有：青醬雞肉義大利麵、牛小排早午餐、奶醬雞肉燉飯、義大利麵      "
"1073002",3,"45",17,15,15,8496,25,2,"        Merci Petit是一個有台北、輕食、板橋火車站的其他類型早餐，網友認為值得推薦的有：比利時人早午餐、松露遇見水波蛋、熱鍋印度咖哩飯      "
"116662",5,"45",13,15,15,11134,10,2,"        豪堡早餐店是一個有中和早餐、中和環球早午餐、炭烤三明治的西式早餐      "
"606340",2,"45",10,20,20,12495,10,2,"        莫尼廚房是一個有早餐、西式早餐的西式早餐      "
"939346",2,"45",15,13,10,10390,10,2,"        四兩早餐店是一個有早餐、中式早餐的中式早餐      "
"1136966",1,"45",20,15,15,353260,1,1,"        以做給家人吃的心情經營早午餐店！【莫尼布朗琪早午餐】的老闆因為母親生病離世，對健康變得特別注重。在家人的鼓勵下，於學區附近開起早午餐店，希望能提供附近學子以及顧客超值又營養健康的餐點，兩樓層共有30多個座位，是朋友聚會的好去處。店內招牌首推拼盤餐點，品項多達十多種，餐點除主餐外還附麵包、附餐、薯條及飲料。另外「吃飽飽拼盤」可選用兩種主餐，超值划算。麵包有四款可選；附餐有水果、生菜、濃湯及白飯；薯條亦可換成地瓜泥或加價換地瓜薯條；飲品加價則可換為「夢幻蝶豆」飲品！除了拼盤，其他如起司搭半熟蛋的歐姆蛋捲、自調醬汁料理的咖哩飯及親子丼、還有五種口味可選的總匯三明治，也都是店家招牌，不妨可試試看！      "
"1079432",4,"45",15,15,13,18927,24,2,"        家蓁早餐店是一個有饅頭、蔥抓餅、中式早餐的其他類型早餐，網友認為值得推薦的有：饅頭蛋加土雞肉      "
"1111115",2,"45",20,20,20,9590,10,2,"        找餐Tainan是一個有台南店、找餐、新開幕的早午餐，網友認為值得推薦的有：花生醬肉排起司堡      "
